Date,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue
2016-03-09,22,Youth (<25),F,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Red",24,13,35,377,312,689
2013-12-17,36,Adults (35-64),M,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Red",17,13,35,267,221,488
2015-12-17,36,Adults (35-64),M,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Red",16,13,35,251,208,459
2014-03-01,36,Adults (35-64),M,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Red",3,13,35,47,39,86
2016-03-01,36,Adults (35-64),M,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Red",1,13,35,16,13,29
2013-07-10,36,Adults (35-64),F,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Black",7,13,35,110,91,201
2015-07-10,36,Adults (35-64),F,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Black",7,13,35,110,91,201
2014-06-19,44,Adults (35-64),F,France,Val d'Oise,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,15,13,28
2016-06-19,44,Adults (35-64),F,France,Val d'Oise,Accessories,Helmets,"Sport-100 Helmet, Black",2,13,35,29,26,55
2014-05-30,44,Adults (35-64),M,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Blue",4,13,35,63,52,115
2016-05-30,44,Adults (35-64),M,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Blue",3,13,35,47,39,86
2014-03-22,50,Adults (35-64),F,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Red",16,13,35,251,208,459
2016-03-22,50,Adults (35-64),F,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Red",17,13,35,267,221,488
2014-07-11,50,Adults (35-64),F,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Red",18,13,35,283,234,517
2016-07-11,50,Adults (35-64),F,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Red",19,13,35,298,247,545
2013-09-05,25,Young Adults (25-34),M,France,Val d'Oise,Accessories,Helmets,"Sport-100 Helmet, Blue",4,13,35,59,52,111
2015-09-05,25,Young Adults (25-34),M,France,Val d'Oise,Accessories,Helmets,"Sport-100 Helmet, Blue",2,13,35,29,26,55
2014-05-18,26,Young Adults (25-34),M,France,Garonne (Haute),Accessories,Helmets,"Sport-100 Helmet, Blue",4,13,35,80,52,132
2016-05-18,26,Young Adults (25-34),M,France,Garonne (Haute),Accessories,Helmets,"Sport-100 Helmet, Blue",5,13,35,100,65,165
2013-10-30,30,Young Adults (25-34),M,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Red",13,13,35,204,169,373
2015-10-30,30,Young Adults (25-34),M,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Red",11,13,35,173,143,316
2014-02-13,30,Young Adults (25-34),M,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Red",21,13,35,330,273,603
2016-02-13,30,Young Adults (25-34),M,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Red",23,13,35,361,299,660
2014-06-10,42,Adults (35-64),M,France,Val d'Oise,Accessories,Helmets,"Sport-100 Helmet, Red",7,13,35,103,91,194
2016-06-10,42,Adults (35-64),M,France,Val d'Oise,Accessories,Helmets,"Sport-100 Helmet, Red",6,13,35,88,78,166
2013-11-28,53,Adults (35-64),F,France,Essonne,Accessories,Helmets,"Sport-100 Helmet, Blue",30,13,35,618,390,1008
2015-11-28,53,Adults (35-64),F,France,Essonne,Accessories,Helmets,"Sport-100 Helmet, Blue",30,13,35,618,390,1008
2013-12-22,53,Adults (35-64),F,France,Essonne,Accessories,Helmets,"Sport-100 Helmet, Blue",18,13,35,371,234,605
2015-12-22,53,Adults (35-64),F,France,Essonne,Accessories,Helmets,"Sport-100 Helmet, Blue",19,13,35,391,247,638
2014-05-18,29,Young Adults (25-34),M,France,Seine et Marne,Accessories,Helmets,"Sport-100 Helmet, Red",11,13,35,173,143,316
2016-05-18,29,Young Adults (25-34),M,France,Seine et Marne,Accessories,Helmets,"Sport-100 Helmet, Red",12,13,35,188,156,344
2013-09-18,32,Young Adults (25-34),M,France,Seine et Marne,Accessories,Helmets,"Sport-100 Helmet, Blue",16,13,35,251,208,459
2015-09-18,32,Young Adults (25-34),M,France,Seine et Marne,Accessories,Helmets,"Sport-100 Helmet, Blue",16,13,35,251,208,459
2013-11-09,31,Young Adults (25-34),M,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Red",12,13,35,163,156,319
2015-11-09,31,Young Adults (25-34),M,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Red",14,13,35,190,182,372
2014-05-01,31,Young Adults (25-34),M,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Red",14,13,35,190,182,372
2016-05-01,31,Young Adults (25-34),M,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Red",14,13,35,190,182,372
2014-06-21,31,Young Adults (25-34),M,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Red",18,13,35,245,234,479
2016-06-21,31,Young Adults (25-34),M,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Red",15,13,35,204,195,399
2014-05-27,21,Youth (<25),F,France,Nord,Accessories,Helmets,"Sport-100 Helmet, Red",20,13,35,349,260,609
2016-05-27,21,Youth (<25),F,France,Nord,Accessories,Helmets,"Sport-100 Helmet, Red",19,13,35,332,247,579
2014-05-28,21,Youth (<25),F,France,Nord,Accessories,Helmets,"Sport-100 Helmet, Red",15,13,35,262,195,457
2016-05-28,21,Youth (<25),F,France,Nord,Accessories,Helmets,"Sport-100 Helmet, Red",16,13,35,279,208,487
2013-09-04,36,Adults (35-64),F,France,Nord,Accessories,Helmets,"Sport-100 Helmet, Blue",13,13,35,227,169,396
2015-09-04,36,Adults (35-64),F,France,Nord,Accessories,Helmets,"Sport-100 Helmet, Blue",10,13,35,175,130,305
2013-08-30,38,Adults (35-64),M,France,Hauts de Seine,Accessories,Helmets,"Sport-100 Helmet, Black",25,13,35,489,325,814
2015-08-30,38,Adults (35-64),M,France,Hauts de Seine,Accessories,Helmets,"Sport-100 Helmet, Black",23,13,35,450,299,749
2013-12-21,38,Adults (35-64),M,France,Hauts de Seine,Accessories,Helmets,"Sport-100 Helmet, Black",16,13,35,313,208,521
2015-12-21,38,Adults (35-64),M,France,Hauts de Seine,Accessories,Helmets,"Sport-100 Helmet, Black",15,13,35,293,195,488
2014-02-07,38,Adults (35-64),M,France,Hauts de Seine,Accessories,Helmets,"Sport-100 Helmet, Black",8,13,35,156,104,260
2016-02-07,38,Adults (35-64),M,France,Hauts de Seine,Accessories,Helmets,"Sport-100 Helmet, Black",10,13,35,196,130,326
2013-12-01,27,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Blue",7,13,35,110,91,201
2015-12-01,27,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Blue",9,13,35,141,117,258
2013-12-14,27,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Blue",29,13,35,455,377,832
2015-12-14,27,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Blue",29,13,35,455,377,832
2013-12-13,27,Young Adults (25-34),M,France,Nord,Accessories,Helmets,"Sport-100 Helmet, Black",3,13,35,52,39,91
2015-12-13,27,Young Adults (25-34),M,France,Nord,Accessories,Helmets,"Sport-100 Helmet, Black",4,13,35,70,52,122
2014-01-21,19,Youth (<25),M,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Red",14,13,35,220,182,402
2016-01-21,19,Youth (<25),M,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Red",13,13,35,204,169,373
2014-01-31,26,Young Adults (25-34),F,France,Hauts de Seine,Accessories,Helmets,"Sport-100 Helmet, Black",23,13,35,450,299,749
2016-01-31,26,Young Adults (25-34),F,France,Hauts de Seine,Accessories,Helmets,"Sport-100 Helmet, Black",21,13,35,411,273,684
2014-01-04,27,Young Adults (25-34),F,France,Seine et Marne,Accessories,Helmets,"Sport-100 Helmet, Blue",23,13,35,361,299,660
2016-01-04,27,Young Adults (25-34),F,France,Seine et Marne,Accessories,Helmets,"Sport-100 Helmet, Blue",24,13,35,377,312,689
2014-06-05,27,Young Adults (25-34),F,France,Seine et Marne,Accessories,Helmets,"Sport-100 Helmet, Blue",22,13,35,345,286,631
2016-06-05,27,Young Adults (25-34),F,France,Seine et Marne,Accessories,Helmets,"Sport-100 Helmet, Blue",24,13,35,377,312,689
2014-02-13,28,Young Adults (25-34),M,France,Hauts de Seine,Accessories,Helmets,"Sport-100 Helmet, Black",10,13,35,196,130,326
2016-02-13,28,Young Adults (25-34),M,France,Hauts de Seine,Accessories,Helmets,"Sport-100 Helmet, Black",8,13,35,156,104,260
2014-02-26,28,Young Adults (25-34),F,France,Nord,Accessories,Helmets,"Sport-100 Helmet, Blue",18,13,35,314,234,548
2016-02-26,28,Young Adults (25-34),F,France,Nord,Accessories,Helmets,"Sport-100 Helmet, Blue",16,13,35,279,208,487
2014-03-25,28,Young Adults (25-34),M,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Red",30,13,35,534,390,924
2016-03-25,28,Young Adults (25-34),M,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Red",32,13,35,570,416,986
2013-08-30,28,Young Adults (25-34),M,France,Somme,Accessories,Helmets,"Sport-100 Helmet, Blue",21,13,35,330,273,603
2015-08-30,28,Young Adults (25-34),M,France,Somme,Accessories,Helmets,"Sport-100 Helmet, Blue",19,13,35,298,247,545
2013-08-26,28,Young Adults (25-34),F,France,Loir et Cher,Accessories,Helmets,"Sport-100 Helmet, Blue",25,13,35,454,325,779
2015-08-26,28,Young Adults (25-34),F,France,Loir et Cher,Accessories,Helmets,"Sport-100 Helmet, Blue",25,13,35,454,325,779
2013-10-02,45,Adults (35-64),M,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Black",24,13,35,377,312,689
2015-10-02,45,Adults (35-64),M,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Black",21,13,35,330,273,603
2014-03-03,45,Adults (35-64),M,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Black",23,13,35,361,299,660
2016-03-03,45,Adults (35-64),M,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Black",20,13,35,314,260,574
2014-03-24,29,Young Adults (25-34),F,France,Hauts de Seine,Accessories,Helmets,"Sport-100 Helmet, Red",9,13,35,176,117,293
2016-03-24,29,Young Adults (25-34),F,France,Hauts de Seine,Accessories,Helmets,"Sport-100 Helmet, Red",11,13,35,215,143,358
2014-03-29,29,Young Adults (25-34),F,France,Hauts de Seine,Accessories,Helmets,"Sport-100 Helmet, Red",3,13,35,59,39,98
2016-03-29,29,Young Adults (25-34),F,France,Hauts de Seine,Accessories,Helmets,"Sport-100 Helmet, Red",3,13,35,59,39,98
2013-11-17,30,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Red",20,13,35,314,260,574
2015-11-17,30,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Red",18,13,35,283,234,517
2014-03-21,30,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Red",15,13,35,236,195,431
2016-03-21,30,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Red",14,13,35,220,182,402
2014-03-27,30,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Red",14,13,35,220,182,402
2016-03-27,30,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Red",11,13,35,173,143,316
2013-09-16,17,Youth (<25),M,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Blue",24,13,35,377,312,689
2015-09-16,17,Youth (<25),M,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Blue",23,13,35,361,299,660
2014-03-02,17,Youth (<25),F,France,Hauts de Seine,Accessories,Helmets,"Sport-100 Helmet, Black",8,13,35,156,104,260
2016-03-02,17,Youth (<25),F,France,Hauts de Seine,Accessories,Helmets,"Sport-100 Helmet, Black",10,13,35,196,130,326
2014-04-19,24,Youth (<25),F,France,Hauts de Seine,Accessories,Helmets,"Sport-100 Helmet, Red",12,13,35,235,156,391
2016-04-19,24,Youth (<25),F,France,Hauts de Seine,Accessories,Helmets,"Sport-100 Helmet, Red",9,13,35,176,117,293
2013-12-29,27,Young Adults (25-34),M,France,Hauts de Seine,Accessories,Helmets,"Sport-100 Helmet, Blue",17,13,35,332,221,553
2015-12-29,27,Young Adults (25-34),M,France,Hauts de Seine,Accessories,Helmets,"Sport-100 Helmet, Blue",17,13,35,332,221,553
2014-06-11,45,Adults (35-64),F,France,Nord,Accessories,Helmets,"Sport-100 Helmet, Blue",6,13,35,105,78,183
2016-06-11,45,Adults (35-64),F,France,Nord,Accessories,Helmets,"Sport-100 Helmet, Blue",6,13,35,105,78,183
2014-07-24,48,Adults (35-64),M,France,Nord,Accessories,Helmets,"Sport-100 Helmet, Black",14,13,35,244,182,426
2016-07-24,48,Adults (35-64),M,France,Nord,Accessories,Helmets,"Sport-100 Helmet, Black",16,13,35,279,208,487
2013-07-14,30,Young Adults (25-34),M,France,Nord,Accessories,Helmets,"Sport-100 Helmet, Blue",15,13,35,262,195,457
2015-07-14,30,Young Adults (25-34),M,France,Nord,Accessories,Helmets,"Sport-100 Helmet, Blue",12,13,35,209,156,365
2013-12-07,30,Young Adults (25-34),M,France,Nord,Accessories,Helmets,"Sport-100 Helmet, Blue",24,13,35,419,312,731
2015-12-07,30,Young Adults (25-34),M,France,Nord,Accessories,Helmets,"Sport-100 Helmet, Blue",21,13,35,366,273,639
2014-04-07,30,Young Adults (25-34),M,France,Nord,Accessories,Helmets,"Sport-100 Helmet, Blue",6,13,35,105,78,183
2016-04-07,30,Young Adults (25-34),M,France,Nord,Accessories,Helmets,"Sport-100 Helmet, Blue",3,13,35,52,39,91
2014-06-30,30,Young Adults (25-34),M,France,Nord,Accessories,Helmets,"Sport-100 Helmet, Blue",25,13,35,436,325,761
2016-06-30,30,Young Adults (25-34),M,France,Nord,Accessories,Helmets,"Sport-100 Helmet, Blue",25,13,35,436,325,761
2014-05-23,31,Young Adults (25-34),M,France,Val de Marne,Accessories,Helmets,"Sport-100 Helmet, Red",13,13,35,190,169,359
2016-05-23,31,Young Adults (25-34),M,France,Val de Marne,Accessories,Helmets,"Sport-100 Helmet, Red",14,13,35,205,182,387
2013-11-19,32,Young Adults (25-34),M,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Red",4,13,35,54,52,106
2015-11-19,32,Young Adults (25-34),M,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Red",5,13,35,68,65,133
2014-05-16,32,Young Adults (25-34),M,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Red",17,13,35,231,221,452
2016-05-16,32,Young Adults (25-34),M,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Red",16,13,35,218,208,426
2014-05-18,32,Young Adults (25-34),M,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Red",17,13,35,231,221,452
2016-05-18,32,Young Adults (25-34),M,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Red",14,13,35,190,182,372
2013-09-04,34,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Black",11,13,35,173,143,316
2015-09-04,34,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Black",11,13,35,173,143,316
2013-09-24,34,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Black",23,13,35,361,299,660
2015-09-24,34,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Black",25,13,35,393,325,718
2013-10-04,34,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Black",5,13,35,79,65,144
2015-10-04,34,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Black",3,13,35,47,39,86
2013-11-14,34,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Black",17,13,35,267,221,488
2015-11-14,34,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Black",16,13,35,251,208,459
2014-02-19,20,Youth (<25),F,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Blue",2,13,35,31,26,57
2016-02-19,20,Youth (<25),F,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Blue",1,13,35,16,13,29
2014-05-04,19,Youth (<25),F,France,Loiret,Accessories,Helmets,"Sport-100 Helmet, Red",27,13,35,490,351,841
2016-05-04,19,Youth (<25),F,France,Loiret,Accessories,Helmets,"Sport-100 Helmet, Red",24,13,35,436,312,748
2014-06-05,20,Youth (<25),M,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Blue",25,13,35,393,325,718
2016-06-05,20,Youth (<25),M,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Blue",25,13,35,393,325,718
2013-12-20,61,Adults (35-64),M,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,16,13,29
2015-12-20,61,Adults (35-64),M,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Black",2,13,35,31,26,57
2014-04-24,42,Adults (35-64),M,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Black",11,13,35,173,143,316
2016-04-24,42,Adults (35-64),M,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Black",10,13,35,157,130,287
2014-05-10,42,Adults (35-64),M,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Black",10,13,35,157,130,287
2016-05-10,42,Adults (35-64),M,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Black",8,13,35,126,104,230
2013-10-10,60,Adults (35-64),F,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Red",14,13,35,220,182,402
2015-10-10,60,Adults (35-64),F,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Red",16,13,35,251,208,459
2013-09-15,55,Adults (35-64),F,France,Seine et Marne,Accessories,Helmets,"Sport-100 Helmet, Red",2,13,35,31,26,57
2015-09-15,55,Adults (35-64),F,France,Seine et Marne,Accessories,Helmets,"Sport-100 Helmet, Red",2,13,35,31,26,57
2013-07-29,36,Adults (35-64),M,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Black",21,13,35,330,273,603
2015-07-29,36,Adults (35-64),M,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Black",22,13,35,345,286,631
2014-06-18,36,Adults (35-64),M,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Black",4,13,35,63,52,115
2016-06-18,36,Adults (35-64),M,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Black",4,13,35,63,52,115
2014-04-27,37,Adults (35-64),F,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Red",6,13,35,94,78,172
2016-04-27,37,Adults (35-64),F,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Red",6,13,35,94,78,172
2014-06-11,38,Adults (35-64),F,France,Val d'Oise,Accessories,Helmets,"Sport-100 Helmet, Blue",29,13,35,425,377,802
2016-06-11,38,Adults (35-64),F,France,Val d'Oise,Accessories,Helmets,"Sport-100 Helmet, Blue",31,13,35,454,403,857
2014-02-27,52,Adults (35-64),M,France,Garonne (Haute),Accessories,Helmets,"Sport-100 Helmet, Blue",20,13,35,398,260,658
2016-02-27,52,Adults (35-64),M,France,Garonne (Haute),Accessories,Helmets,"Sport-100 Helmet, Blue",17,13,35,338,221,559
2014-02-22,46,Adults (35-64),F,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Blue",30,13,35,471,390,861
2016-02-22,46,Adults (35-64),F,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Blue",31,13,35,487,403,890
2013-09-25,49,Adults (35-64),F,France,Essonne,Accessories,Helmets,"Sport-100 Helmet, Blue",16,13,35,330,208,538
2015-09-25,49,Adults (35-64),F,France,Essonne,Accessories,Helmets,"Sport-100 Helmet, Blue",17,13,35,350,221,571
2013-09-18,34,Young Adults (25-34),M,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Red",7,13,35,125,91,216
2015-09-18,34,Young Adults (25-34),M,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Red",6,13,35,107,78,185
2014-02-08,32,Young Adults (25-34),F,France,Nord,Accessories,Helmets,"Sport-100 Helmet, Black",10,13,35,175,130,305
2016-02-08,32,Young Adults (25-34),F,France,Nord,Accessories,Helmets,"Sport-100 Helmet, Black",12,13,35,209,156,365
2014-05-17,32,Young Adults (25-34),F,France,Nord,Accessories,Helmets,"Sport-100 Helmet, Black",13,13,35,227,169,396
2016-05-17,32,Young Adults (25-34),F,France,Nord,Accessories,Helmets,"Sport-100 Helmet, Black",11,13,35,192,143,335
2013-12-01,31,Young Adults (25-34),M,France,Hauts de Seine,Accessories,Helmets,"Sport-100 Helmet, Red",20,13,35,391,260,651
2015-12-01,31,Young Adults (25-34),M,France,Hauts de Seine,Accessories,Helmets,"Sport-100 Helmet, Red",21,13,35,411,273,684
2014-02-02,31,Young Adults (25-34),M,France,Hauts de Seine,Accessories,Helmets,"Sport-100 Helmet, Red",17,13,35,332,221,553
2016-02-02,31,Young Adults (25-34),M,France,Hauts de Seine,Accessories,Helmets,"Sport-100 Helmet, Red",15,13,35,293,195,488
2014-05-30,31,Young Adults (25-34),M,France,Hauts de Seine,Accessories,Helmets,"Sport-100 Helmet, Red",16,13,35,313,208,521
2016-05-30,31,Young Adults (25-34),M,France,Hauts de Seine,Accessories,Helmets,"Sport-100 Helmet, Red",15,13,35,293,195,488
2014-01-10,34,Young Adults (25-34),M,France,Hauts de Seine,Accessories,Helmets,"Sport-100 Helmet, Blue",10,13,35,196,130,326
2016-01-10,34,Young Adults (25-34),M,France,Hauts de Seine,Accessories,Helmets,"Sport-100 Helmet, Blue",7,13,35,137,91,228
2013-08-16,32,Young Adults (25-34),F,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Black",14,13,35,220,182,402
2015-08-16,32,Young Adults (25-34),F,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Black",15,13,35,236,195,431
2014-06-22,32,Young Adults (25-34),F,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Black",24,13,35,377,312,689
2016-06-22,32,Young Adults (25-34),F,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Black",24,13,35,377,312,689
2014-03-25,35,Adults (35-64),F,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Blue",23,13,35,361,299,660
2016-03-25,35,Adults (35-64),F,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Blue",24,13,35,377,312,689
2013-08-28,28,Young Adults (25-34),F,France,Seine et Marne,Accessories,Helmets,"Sport-100 Helmet, Black",23,13,35,361,299,660
2015-08-28,28,Young Adults (25-34),F,France,Seine et Marne,Accessories,Helmets,"Sport-100 Helmet, Black",21,13,35,330,273,603
2013-10-23,28,Young Adults (25-34),F,France,Seine et Marne,Accessories,Helmets,"Sport-100 Helmet, Black",22,13,35,345,286,631
2015-10-23,28,Young Adults (25-34),F,France,Seine et Marne,Accessories,Helmets,"Sport-100 Helmet, Black",20,13,35,314,260,574
2014-05-16,28,Young Adults (25-34),F,France,Seine et Marne,Accessories,Helmets,"Sport-100 Helmet, Black",16,13,35,251,208,459
2016-05-16,28,Young Adults (25-34),F,France,Seine et Marne,Accessories,Helmets,"Sport-100 Helmet, Black",18,13,35,283,234,517
2014-05-17,28,Young Adults (25-34),F,France,Seine et Marne,Accessories,Helmets,"Sport-100 Helmet, Black",6,13,35,94,78,172
2016-05-17,28,Young Adults (25-34),F,France,Seine et Marne,Accessories,Helmets,"Sport-100 Helmet, Black",5,13,35,79,65,144
2014-05-21,28,Young Adults (25-34),F,France,Seine et Marne,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,16,13,29
2016-05-21,28,Young Adults (25-34),F,France,Seine et Marne,Accessories,Helmets,"Sport-100 Helmet, Black",3,13,35,47,39,86
2013-08-08,25,Young Adults (25-34),M,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Black",6,13,35,94,78,172
2015-08-08,25,Young Adults (25-34),M,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Black",6,13,35,94,78,172
2013-10-30,25,Young Adults (25-34),M,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Black",15,13,35,236,195,431
2015-10-30,25,Young Adults (25-34),M,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Black",12,13,35,188,156,344
2014-06-09,25,Young Adults (25-34),M,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Black",2,13,35,31,26,57
2016-06-09,25,Young Adults (25-34),M,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,16,13,29
2014-06-23,25,Young Adults (25-34),M,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Black",17,13,35,267,221,488
2016-06-23,25,Young Adults (25-34),M,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Black",14,13,35,220,182,402
2014-06-25,25,Young Adults (25-34),M,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Black",8,13,35,126,104,230
2016-06-25,25,Young Adults (25-34),M,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Black",6,13,35,94,78,172
2014-06-05,42,Adults (35-64),M,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Black",10,13,35,157,130,287
2016-06-05,42,Adults (35-64),M,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Black",10,13,35,157,130,287
2014-06-20,53,Adults (35-64),F,France,Somme,Accessories,Helmets,"Sport-100 Helmet, Blue",25,13,35,393,325,718
2016-06-20,53,Adults (35-64),F,France,Somme,Accessories,Helmets,"Sport-100 Helmet, Blue",22,13,35,345,286,631
2014-07-09,44,Adults (35-64),F,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Blue",7,13,35,95,91,186
2016-07-09,44,Adults (35-64),F,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Blue",5,13,35,68,65,133
2014-03-22,47,Adults (35-64),F,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Blue",24,13,35,377,312,689
2016-03-22,47,Adults (35-64),F,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Blue",26,13,35,408,338,746
2014-03-28,47,Adults (35-64),F,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Blue",17,13,35,267,221,488
2016-03-28,47,Adults (35-64),F,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Blue",19,13,35,298,247,545
2013-12-16,48,Adults (35-64),M,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,16,13,29
2015-12-16,48,Adults (35-64),M,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Black",2,13,35,31,26,57
2014-06-14,22,Youth (<25),F,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Red",1,13,35,16,13,29
